sense	class	confidence	sentence
reform%2:30:03::	literal	0.9	The lazy student promised to <b>reform</b>
register%2:31:00::	literal	0.6	Did this event <b>register</b> in your parents' minds?
register%2:41:01::	literal	0.9	<b>register</b> for an election
register%2:39:00::	literal	0.9	Did you <b>register</b> any change when I pressed the button?
register%2:39:01::	literal	0.7	Her surprise did not <b>register</b>
register%2:32:05::	literal	0.9	I'd like to <b>register</b> this letter
rejuvenate%2:30:03::	literal	0.7	the land <b>rejuvenated</b>
rejuvenate%2:30:00::	literal	0.8	The contact with his grandchildren <b>rejuvenated</b> him
rejuvenate%2:29:00::	literal	0.6	The old man <b>rejuvenated</b> when he became a grandfather
relate%2:32:00::	metaphorical	0.6	The witness <b>related</b> the events.
relate%2:42:01::	literal	0.7	How are these two observations <b>related</b>?
relate%2:41:00::	literal	0.7	She <b>relates</b> well to her peers
relax%2:29:00::	literal	0.9	He <b>relaxed</b> in the hot tub
relax%2:30:01::	literal	0.7	<b>relax</b> the tension on the rope
relax%2:29:01::	literal	0.9	A hot bath always <b>relaxes</b> me
relax%2:41:02::	literal	0.9	our new colleague <b>relaxed</b> when he saw that we were a friendly group
relax%2:41:01::	metaphorical	0.6	The government <b>relaxed</b> the curfew after most of the rebels were caught
relax%2:41:00::	metaphorical	0.8	The rules <b>relaxed</b> after the new director arrived
remember%2:31:00::	literal	0.9	I can't <b>remember</b> saying any such thing
remember%2:31:02::	literal	0.9	he <b>remembered</b> how he used to pick flowers
remember%2:40:00::	literal	0.9	He <b>remembered</b> her in his will
remember%2:32:07::	literal	0.9	<b>remember</b> me in your prayers
remember%2:31:08::	literal	0.9	After the shelling, many people lost the ability to <b>remember</b>
remember%2:31:09::	literal	0.9	We <b>remembered</b> the 50th anniversary of the liberation of Auschwitz
remit%2:32:00::	literal	0.9	The taxes were <b>remitted</b>
remit%2:32:04::	literal	0.7	God will <b>remit</b> their sins
remit%2:30:02::	literal	0.8	The pain finally <b>remitted</b>
repair%2:30:00::	literal	1.0	She <b>repaired</b> her TV set
repair%2:40:00::	literal	0.7	One can never fully <b>repair</b> the suffering and losses of the Jews in the Third Reich
repair%2:38:00::	metaphorical	0.5	He <b>repaired</b> to his cabin in the woods
replace%2:30:00::	literal	0.9	He <b>replaced</b> the old razor blade
replace%2:41:00::	literal	0.9	Smith <b>replaced</b> Miller as CEO after Miller left
replace%2:35:00::	literal	1.0	<b>replace</b> the book on the shelf after you have finished reading it
replace%2:40:00::	literal	1.0	the con artist <b>replaced</b> the original with a fake Rembrandt
report%2:32:04::	literal	0.9	Dozens of incidents of wife beatings are <b>reported</b> daily in this city
report%2:32:03::	literal	0.8	I <b>report</b> to work every day at 9 o'clock
report%2:32:01::	literal	0.9	One student <b>reported</b> the other to the principal
report%2:32:13::	literal	0.8	Snow <b>reported</b> on China in the 1950's
report%2:32:02::	literal	0.9	I <b>reported</b> her to the supervisor
repose%2:34:00::	literal	0.7	These philosophers <b>reposed</b> the law in the people
repose%2:35:00::	literal	0.7	Mao <b>reposes</b> in his mausoleum
repose%2:35:03::	literal	0.6	The nation <b>reposed</b> its confidence in the King
reseat%2:40:01::	literal	0.9	<b>reseat</b> the old broken chair
reseat%2:40:00::	literal	0.6	<b>reseat</b> Carnegie Hall
reseat%2:35:00::	literal	0.8	The usher insisted on <b>reseating</b> us
restore%2:41:01::	literal	0.8	<b>restore</b> the forest to its original pristine condition
restore%2:30:00::	literal	0.6	The week at the spa <b>restored</b> me
restore%2:41:00::	literal	0.9	<b>restore</b> law and order
retain%2:42:00::	literal	0.9	This soil <b>retains</b> water
retain%2:40:00::	literal	0.9	The landlord <b>retained</b> the security deposit
retain%2:31:00::	literal	0.9	I cannot <b>retain</b> so much information
retrofit%2:40:00::	literal	0.9	They car companies <b>retrofitted</b> all the old models with new carburetors
retrofit%2:35:00::	literal	0.9	The mansion was <b>retrofitted</b> with modern plumbing
retrofit%2:30:00::	literal	0.8	The laboratory <b>retrofitted</b> to meet the safety codes
review%2:31:00::	literal	0.9	let's <b>review</b> your situation
review%2:32:00::	literal	0.9	She <b>reviews</b> books for the New York Times
review%2:31:04::	literal	0.8	I <b>reviewed</b> the material before the test
review%2:31:01::	literal	0.8	she <b>reviewed</b> her achievements with pride
revive%2:29:01::	literal	0.8	The doctors <b>revived</b> the comatose man
revive%2:29:00::	metaphorical	0.6	A hot soup will <b>revive</b> me
revive%2:30:00::	metaphorical	0.5	Interest in ESP <b>revived</b>
revive%2:30:01::	literal	0.6	He <b>revived</b> this style of opera
right%2:41:00::	literal	0.8	<b>right</b> a wrongs done to the victims of the Holocaust
right%2:38:03::	literal	0.9	They <b>righted</b> the sailboat that had capsized
right%2:38:00::	literal	0.6	The capsized boat <b>righted</b> again
rip%2:35:00::	literal	0.9583	The curtain <b>ripped</b> from top to bottom.
rip%2:38:00::	metaphorical	0.8	The tornado <b>ripped</b> along the coast.
rip%2:32:00::	metaphorical	1.0	The candidate <b>ripped</b> into his opponent mercilessly.
root%2:30:00::	literal	0.9	this plant <b>roots</b> quickly
root%2:42:00::	metaphorical	0.6	The problem <b>roots</b> in her depression
root%2:35:00::	literal	0.9	the pig was <b>rooting</b> for truffles
rotate%2:41:00::	literal	0.6	We <b>rotate</b> the lead soprano every night
rotate%2:33:00::	metaphorical	0.6	Interns have to <b>rotate</b> for a few months
rotate%2:30:04::	literal	0.8	We <b>rotate</b> the crops so as to maximize the use of the soil
rubricate%2:41:03::	literal	0.8	She was <b>rubricated</b> by the pope
rubricate%2:36:01::	literal	0.9	the manuscript is not <b>rubricated</b>
rubricate%2:36:00::	literal	0.8	In this beautiful book, all the place names are <b>rubricated</b>
ruffle%2:37:00::	metaphorical	0.7	She wanted to <b>ruffle</b> his composure.
ruffle%2:37:01::	metaphorical	1.0	This play is going to <b>ruffle</b> some people.
ruffle%2:35:01::	literal	0.8	The bird <b>ruffled</b> its feathers.
ruffle%2:35:02::	literal	0.6	The wind <b>ruffled</b> the surface of the water.
ruffle%2:35:00::	literal	0.8	The seamstress <b>ruffled</b> the curtain fabric.
ruin%2:35:00::	literal	0.8	You have <b>ruined</b> my car by pouring sugar in the tank!
ruin%2:41:00::	literal	0.7	This behavior will <b>ruin</b> your chances of winning the election
ruin%2:35:01::	literal	0.8	The country lay <b>ruined</b> after the war
sail%2:38:03::	literal	1.0	We <b>sailed</b> the Atlantic
sail%2:38:00::	literal	1.0	I love <b>sailing,</b> especially on the open sea
sail%2:38:02::	literal	0.9	The QE2 will <b>sail</b> to Southampton tomorrow
salt%2:35:00::	metaphorical	0.7	the rebels had <b>salted</b> the fields with mines and traps
salt%2:30:01::	metaphorical	1.0	She <b>salts</b> her lectures with jokes
salt%2:30:00::	literal	1.0	people used to <b>salt</b> meats on ships
salute%2:32:00::	literal	1.0	I meet this men every day on my way to work and he <b>salutes</b> me
salute%2:32:03::	metaphorical	0.5	I <b>salute</b> your courage!
salute%2:39:00::	metaphorical	0.9	a terrible stench <b>saluted</b> our nostrils
salute%2:32:01::	literal	1.0	When the officers show up, the soldiers have to <b>salute</b>
scale%2:42:00::	literal	0.8	This bike <b>scales</b> only 25 pounds
scale%2:40:00::	literal	0.8	The troops <b>scaled</b> the walls of the fort
scale%2:38:01::	literal	0.8	We <b>scaled</b> the Mont Blanc
scale%2:30:01::	literal	0.8	This model must be <b>scaled</b> down
scan%2:39:01::	literal	1.0	the surgeon <b>scanned</b> the X-ray
scan%2:39:00::	literal	0.8	She <b>scanned</b> the newspaper headlines while waiting for the taxi
scan%2:35:00::	metaphorical	0.5	The beams <b>scanned</b> the night sky
scorch%2:30:03::	metaphorical	0.5	The heat <b>scorched</b> the countryside.
scorch%2:30:05::	literal	1.0	The wildfire <b>scorched</b> the forest and several homes.
scorch%2:30:04::	metaphorical	0.6	The exposed tree <b>scorched</b> in the hot sun.
score%2:33:00::	literal	0.8	The home team <b>scored</b> many times.
score%2:35:00::	literal	0.6	She <b>scored</b> the clay before firing it.
score%2:33:01::	literal	1.0	She <b>scored</b> high on the SAT.
score%2:31:05::	literal	0.9	They <b>scored</b> the SAT essays.
scrape%2:35:00::	literal	1.0	The cat <b>scraped</b> at the armchair
scrape%2:36:00::	literal	0.8	They <b>scraped</b> a letter into the stone
scrape%2:35:03::	metaphorical	0.6	She had <b>scraped</b> together enough money for college
screen%2:41:01::	metaphorical	0.6	They decided to <b>screen</b> the blood for the HIV virus.
screen%2:31:00::	literal	0.6	The officer <b>screened</b> the suitcases.
screen%2:41:00::	literal	0.7	The scientist <b>screened</b> these samples.
seat%2:35:00::	literal	0.9	The host <b>seated</b> me next to Mrs. Smith
seat%2:42:00::	literal	1.0	The theater <b>seats</b> 2,000
seat%2:35:01::	literal	0.6	<b>seat</b> the camera on the tripod
seat%2:35:02::	literal	1.0	the mother <b>seated</b> the toddler on the high chair
seem%2:39:00::	literal	0.9	She <b>seems</b> to be sleeping
seem%2:39:01::	literal	0.7	It <b>seems</b> that he is very gifted
seem%2:42:00::	literal	0.9	There <b>seems</b> no reason to go ahead with the project now
seem%2:39:02::	literal	0.8	I <b>seem</b> to be misunderstood by everyone
segregate%2:41:00::	literal	0.9	This neighborhood is <b>segregated</b>
segregate%2:35:02::	literal	0.8	Many towns <b>segregated</b> into new counties
segregate%2:30:00::	literal	0.7	the sun <b>segregates</b> the carbon
seize%2:35:00::	literal	0.8	The sales clerk quickly <b>seized</b> the money on the counter
seize%2:35:01::	literal	0.9	The terrorists <b>seized</b> the politicians
seize%2:40:01::	literal	0.9	the invaders <b>seized</b> the land and property of the inhabitants
seize%2:40:02::	literal	0.8	The FBI <b>seized</b> the drugs
seize%2:31:04::	metaphorical	0.6	Fear <b>seized</b> the prisoners
sell%2:42:00::	literal	0.9	These books <b>sell</b> like hot cakes.
sell%2:32:00::	metaphorical	0.75	The French try to <b>sell</b> us their image as great lovers.
sell%2:40:01::	literal	1.0	The brothers <b>sell</b> shoes.
sense%2:39:02::	literal	0.7	This robot can <b>sense</b> the presence of people in the room
sense%2:31:03::	literal	0.7	I <b>sense</b> his hostility
sense%2:31:02::	literal	0.6	I <b>sensed</b> the real meaning of his letter
sensitize%2:30:00::	literal	0.7	He was not <b>sensitized</b> to her emotional needs
sensitize%2:39:00::	metaphorical	0.6	She <b>sensitized</b> me with respect to gender differences in this traditional male-dominated society
sensitize%2:30:02::	literal	0.8	Long-term exposure to this medicine may <b>sensitize</b> you to the allergen
sensitize%2:30:01::	literal	0.7	<b>sensitize</b> the photographic film
sequester%2:40:01::	literal	0.6	the estate was <b>sequestered</b>
sequester%2:30:06::	literal	0.7	The cations were <b>sequestered</b>
sequester%2:30:00::	literal	0.7	He <b>sequestered</b> himself in his study to write a book
sequester%2:30:01::	literal	0.7	The dentist <b>sequesters</b> the tooth he is working on
shake%2:30:00::	metaphorical	0.875	The bad news <b>shook</b> her hopes.
shake%2:38:04::	metaphorical	1.0	I couldn't <b>shake</b> the car that was following me.
shake%2:30:01::	literal	1.0	<b>Shake</b> the salt out of the salt shaker.
sharpen%2:30:01::	metaphorical	0.8	We had to <b>sharpen</b> our arguments
sharpen%2:30:00::	metaphorical	0.8	The debate <b>sharpened</b>
sharpen%2:30:05::	metaphorical	0.7	This drug will <b>sharpen</b> your vision
shed%2:35:01::	metaphorical	0.7	He <b>shed</b> his image as a pushy boss.
shed%2:35:02::	literal	0.625	She <b>shed</b> a lot of tears when this happened.
shed%2:29:00::	literal	0.9	Our dog <b>sheds</b> every Spring.
shipwreck%2:41:00::	metaphorical	0.9	You have <b>shipwrecked</b> my career.
shipwreck%2:39:00::	literal	0.8889	They were <b>shipwrecked</b> in one of the mysteries at sea.
shipwreck%2:35:00::	literal	0.9	The vessel was <b>shipwrecked</b>.
shorten%2:30:01::	literal	0.8	He <b>shortened</b> his trip due to illness
shorten%2:30:02::	literal	0.7	The manuscript must be <b>shortened</b>
shorten%2:30:09::	literal	1.0	<b>shorten</b> the rope by a few inches
shorten%2:30:00::	literal	0.8	In winter, the days <b>shorten</b>
shower%2:40:00::	metaphorical	0.8	He was <b>showered</b> with praise
shower%2:35:00::	literal	0.7	The guests <b>showered</b> rice on the couple
shower%2:29:00::	literal	1.0	You should <b>shower</b> after vigorous exercise
shower%2:43:00::	literal	0.7	Meteors <b>showered</b> down over half of Australia
shower%2:34:12::	metaphorical	0.7	He <b>showered</b> her with presents
sift%2:38:00::	metaphorical	0.7	The soldiers <b>sifted</b> through the woods.
sift%2:35:02::	metaphorical	0.7	He <b>sifted</b> the information.
sift%2:31:00::	metaphorical	0.8	They <b>sifted</b> through the job candidates.
sign%2:32:02::	literal	0.9	She <b>signed</b> the letter and sent it off.
sign%2:32:00::	literal	0.7	He <b>signed</b> to play the casino on December 18.
sign%2:41:01::	metaphorical	0.5	They <b>signed</b> two new pitchers for the next season.
sign%2:32:01::	metaphorical	0.7	He <b>signed</b> his disapproval with a dismissive hand gesture.
sign%2:35:02::	literal	0.6667	This road has been <b>signed</b>.
sign%2:32:04::	literal	0.8	I don't know how to <b>sign</b>, so I could not communicate with my deaf cousin.
sing%2:36:00::	literal	1.0	She was <b>singing</b> while she was cooking
sing%2:32:08::	literal	0.8	The nightingale was <b>singing</b>
sing%2:32:00::	metaphorical	0.8	the kettle was <b>singing</b>
sit%2:38:01::	metaphorical	0.7	When does the court of law <b>sit?</b>
sit%2:42:05::	metaphorical	0.6	The White House <b>sits</b> on Pennsylvania Avenue
sit%2:41:05::	metaphorical	0.6	I cannot baby-<b>sit</b> tonight; I have too much homework to do
smash%2:35:00::	metaphorical	0.6	He <b>smashed</b> a 3-run homer
smash%2:38:02::	literal	0.8	She <b>smashed</b> her car against the guard rail
smash%2:35:05::	literal	0.9	The motorcycle <b>smashed</b> into the guard rail
smash%2:33:00::	metaphorical	0.7	The police <b>smashed</b> the drug ring after they were tipped off
smother%2:35:02::	literal	0.6	<b>smother</b> the meat in gravy
smother%2:35:00::	literal	1.0	Othello <b>smothered</b> Desdemona with a pillow
smother%2:42:00::	metaphorical	0.5	the butter cream <b>smothered</b> the cake
snort%2:32:00::	metaphorical	0.5	she <b>snorted</b> her disapproval of the proposed bridegroom
snort%2:29:00::	literal	0.9	The critic <b>snorted</b> contemptuously
snort%2:34:02::	literal	0.8	The addict was <b>snorting</b> cocaine almost every day
socialize%2:41:01::	literal	0.8	He never <b>socializes</b> with his colleagues
socialize%2:41:00::	literal	0.9	The children must be properly <b>socialized</b>
socialize%2:30:01::	literal	0.8	Children have to be <b>socialized</b> in school
socialize%2:30:00::	literal	0.6	Health care should be <b>socialized!</b>
solicit%2:32:00::	literal	0.8261	Henry IV <b>solicited</b> the Pope for a divorce.
solicit%2:32:01::	literal	0.8571	He was <b>solicited</b> by a prostitute.
solicit%2:32:04::	literal	0.8571	He was accused of <b>soliciting</b> his colleagues to destroy the documents.
solicit%2:32:05::	literal	0.9167	She is too shy to <b>solicit</b>.
sound%2:39:06::	literal	0.8	This <b>sounds</b> interesting
sound%2:39:03::	literal	0.9	This record <b>sounds</b> scratchy
sound%2:39:01::	literal	0.8	<b>sound</b> a certain note
sow%2:35:00::	literal	1.0	She <b>sowed</b> sunflower seeds
sow%2:32:00::	metaphorical	0.8	<b>sow</b> suspicion or beliefs
sow%2:35:02::	literal	0.8	<b>sow</b> the ground with sunflower seeds
spat%2:43:00::	literal	0.6	Bullets were <b>spatting</b> down on us
spat%2:35:01::	literal	0.7	mollusks or oysters <b>spat</b>
spat%2:35:00::	literal	0.6	Bullets were <b>spatting</b> the leaves
specialize%2:30:00::	literal	0.8	She <b>specializes</b> in Near Eastern history
specialize%2:30:01::	literal	0.9	<b>specialize</b> one's research
specialize%2:41:00::	literal	0.9	She <b>specializes</b> in honey bees
spell%2:32:00::	literal	1.0	How do you <b>spell</b> this word?
spell%2:32:01::	metaphorical	0.8	I'm afraid this <b>spells</b> trouble!
spell%2:36:00::	literal	1.0	He <b>spelled</b> the word wrong in this letter
spell%2:41:00::	metaphorical	0.6	She <b>spelled</b> her husband at the wheel
spell%2:30:00::	metaphorical	0.5	the workers <b>spell</b> every four hours
splash%2:35:01::	literal	1.0	She <b>splashed</b> the water around her.
splash%2:35:00::	literal	0.9	The mother <b>splashed</b> the baby's face with water.
splash%2:35:06::	metaphorical	0.7	The mountain was <b>splashed</b> with snow.
splash%2:39:00::	literal	1.0	Water was <b>splashing</b> on the floor.
spot%2:35:00::	literal	0.8	The wine <b>spotted</b> the tablecloth
spot%2:30:01::	literal	0.6	This dress <b>spots</b> quickly
spot%2:30:00::	literal	0.8	<b>spot</b> the areas that one should clearly identify
spray%2:35:01::	literal	1.0	Water <b>sprayed</b> all over the floor
spray%2:35:00::	literal	1.0	<b>spray</b> water on someone
spray%2:35:03::	literal	1.0	<b>spray</b> the wall with paint
spread%2:35:00::	literal	0.6	The invaders <b>spread</b> their language all over the country
spread%2:35:13::	literal	1.0	<b>spread</b> cheese on a piece of bread
spread%2:35:07::	literal	0.6	the infection <b>spread</b>
spread%2:42:00::	literal	0.9	A big oil spot <b>spread</b> across the water
spread%2:38:00::	literal	1.0	He <b>spread</b> fertilizer over the lawn
spread%2:35:12::	literal	1.0	<b>spread</b> the bread with cheese
square%2:30:00::	literal	0.8	<b>square</b> the wood with a file
square%2:38:00::	metaphorical	0.7	He <b>squared</b> his shoulders
square%2:42:00::	metaphorical	0.7	one idea <b>squares</b> with the other one
stagger%2:38:00::	literal	0.9	The drunken man <b>staggered</b> into the room.
stagger%2:38:01::	literal	0.9048	He <b>staggered</b> along in the heavy snow.
stagger%2:35:00::	literal	0.7222	The architect decided to <b>stagger</b> the chairs in the lecture hall.
stagger%2:37:00::	metaphorical	0.7895	She was <b>staggered</b> with bills after she tried to rebuild her house following the earthquake.
stagnate%2:42:01::	literal	0.7	Industry will <b>stagnate</b> if we do not stimulate our economy
stagnate%2:42:02::	literal	0.9	There are marshes that <b>stagnate</b> the waters
stagnate%2:42:00::	literal	0.9	blood <b>stagnates</b> in the capillaries
stagnate%2:41:00::	literal	0.7	The old man sat and <b>stagnated</b> on his porch
stall%2:38:00::	literal	0.9	The car <b>stalled</b> in the driveway
stall%2:30:00::	literal	0.8	she doesn't want to write the report, so she is <b>stalling</b>
stall%2:38:01::	literal	0.9	The inexperienced driver kept <b>stalling</b> the car
stamp%2:35:01::	metaphorical	0.5	a man whose name is permanently <b>stamped</b> on our maps
stamp%2:39:00::	metaphorical	0.6	His playing <b>stamps</b> him as a Romantic
stamp%2:35:02::	literal	1.0	Are the letters properly <b>stamped?</b>
stamp%2:35:04::	metaphorical	0.5	<b>stamp</b> fruit extract the juice
stampede%2:38:01::	literal	0.8	Thunderbolts can <b>stampede</b> animals
stampede%2:41:01::	metaphorical	0.5	The tavern owners <b>stampeded</b> us into overeating
stampede%2:41:00::	metaphorical	0.6	Companies will now <b>stampede</b> to release their latest software
steam%2:38:02::	literal	0.7	The ship <b>steamed</b> off into the Pacific
steam%2:43:00::	literal	0.7	The rain forest was literally <b>steaming</b>
steam%2:37:00::	metaphorical	0.6	her indifference to his amorous advances really <b>steamed</b> the young man
steam%2:35:00::	literal	0.9	<b>steam-clean</b> the upholstered sofa
steam%2:30:00::	literal	1.0	just <b>steam</b> the vegetables
steamroll%2:41:01::	metaphorical	0.6	The Senator <b>steamrollered</b> the bill to defeat
steamroll%2:41:00::	metaphorical	0.7	The new teacher tends to <b>steamroller</b>
steamroll%2:33:00::	metaphorical	0.7	<b>steamroller</b> the opposition
steamroller%2:41:01::	metaphorical	0.5	The Senator <b>steamrollered</b> the bill to defeat
steamroller%2:41:00::	metaphorical	0.7	The new teacher tends to <b>steamroller</b>
steamroller%2:35:00::	literal	0.9	<b>steamroller</b> the road
steamroller%2:33:00::	metaphorical	0.6	<b>steamroller</b> the opposition
step%2:30:01::	metaphorical	0.5	She <b>stepped</b> into a life of luxury
step%2:40:00::	literal	0.7	The architect wants to <b>step</b> the terrace
step%2:38:03::	literal	1.0	<b>step</b> over to the blackboard
stimulate%2:30:00::	literal	0.7	The book <b>stimulated</b> her imagination
stimulate%2:29:00::	literal	0.8	Coffee and tea <b>stimulate</b> me
stimulate%2:39:00::	literal	0.6	<b>stimulate</b> my appetite
stoop%2:41:12::	metaphorical	0.8	I won't <b>stoop</b> to reading other people's mail.
stoop%2:38:04::	literal	0.8	The eagle <b>stooped</b> on the mice in the field.
stoop%2:38:05::	metaphorical	0.5	The rocks <b>stooped</b> down over the hiking path.
stoop%2:35:02::	literal	0.8	The old man was <b>stooping</b> but he could walk around without a cane.
stream%2:38:01::	metaphorical	0.6	their manes <b>streamed</b> like stiff black pennants in the wind
stream%2:29:00::	metaphorical	0.5	She was <b>streaming</b> with sweat
stream%2:38:00::	literal	0.6	Tears <b>streamed</b> down her face
stuff%2:35:00::	literal	0.8	The child <b>stuffed</b> candy into his pockets
stuff%2:35:01::	literal	0.7	My nose is all <b>stuffed</b>
stuff%2:34:00::	metaphorical	0.6	She <b>stuffed</b> herself at the dinner
stuff%2:30:02::	literal	0.9	<b>stuff</b> a pillow with feathers
stuff%2:30:00::	literal	0.9	Have you <b>stuffed</b> the turkey yet?
stumble%2:38:01::	literal	0.9	The drunk man <b>stumbled</b> about
stumble%2:38:00::	literal	1.0	She <b>stumbled</b> over the tree root
stumble%2:40:10::	metaphorical	0.7	I <b>stumbled</b> across a long-lost cousin last night in a restaurant
suck%2:34:04::	literal	1.0	<b>suck</b> the poison from the place where the snake bit
suck%2:38:00::	metaphorical	0.7	Mud was <b>sucking</b> at her feet
suck%2:43:00::	metaphorical	0.8	The current boom in the economy <b>sucked</b> many workers in from abroad
suck%2:34:02::	literal	0.9	The wetnurse <b>suckled</b> the infant
supplicate%2:32:00::	literal	0.7	He <b>supplicated</b> the King for clemency
supplicate%2:32:02::	literal	0.7	<b>supplicate</b> for permission
supplicate%2:32:01::	literal	0.8	<b>supplicate</b> God's blessing
suspend%2:35:00::	literal	0.875	The secret police <b>suspended</b> their victims from the ceiling and beat them.
suspend%2:30:01::	metaphorical	0.6	The fluid <b>suspends</b> the particles.
suspend%2:30:02::	literal	0.6	They <b>suspended</b> payments on the loan.
suspend%2:42:00::	literal	0.6	The prison sentence was <b>suspended</b>.
sustain%2:42:01::	literal	0.7	We <b>sustained</b> the diplomatic negotiations as long as possible
sustain%2:34:01::	literal	0.8	We <b>sustained</b> ourselves on bread and water
sustain%2:34:00::	literal	0.6	She alone <b>sustained</b> her family
sustain%2:32:00::	literal	0.6	The court <b>sustained</b> the motion
swallow%2:33:00::	metaphorical	0.8	The Nazis <b>swallowed</b> the Baltic countries
swallow%2:35:00::	metaphorical	0.8	The huge waves <b>swallowed</b> the small boat and it sank shortly thereafter
swallow%2:32:01::	metaphorical	0.7	She <b>swallowed</b> the last words of her speech
swallow%2:32:00::	metaphorical	0.8	He <b>swallowed</b> his words
swallow%2:31:01::	metaphorical	0.8	I <b>swallowed</b> my anger and kept quiet
swallow%2:31:00::	metaphorical	0.8	Am I supposed to <b>swallow</b> that story?
swell%2:30:02::	metaphorical	0.6	The music <b>swelled</b> to a crescendo
swell%2:41:00::	metaphorical	0.8	The mother was <b>swelling</b> with importance when she spoke of her son
swell%2:30:00::	literal	0.9	The bellies of the starving children are <b>swelling</b>
swell%2:30:01::	literal	0.9	The water <b>swells</b> the wood
swim%2:38:00::	literal	1.0	We had to <b>swim</b> for 20 minutes to reach the shore
swim%2:42:02::	metaphorical	1.0	my brain is <b>swimming</b> after the bottle of champagne
swim%2:42:00::	metaphorical	0.9	the meat was <b>swimming</b> in a fatty gravy
swim%2:38:02::	literal	0.9	this snake <b>swims</b> through the soil where it lives
synchronize%2:30:00::	literal	0.9	Let's <b>synchronize</b> our efforts
synchronize%2:32:00::	literal	0.8	<b>synchronize</b> this film
synchronize%2:31:00::	literal	0.7	<b>synchronize</b> biblical events
synchronize%2:30:01::	literal	0.7	The clocks <b>synchronize</b>
synchronize%2:30:03::	literal	0.9	<b>synchronize</b> your watches
tack%2:35:00::	literal	0.9	<b>tack</b> the notice on the board
tack%2:38:00::	literal	0.7	The sailors decided to <b>tack</b> the boat
tack%2:36:05::	metaphorical	0.5	He <b>tacked</b> together some verses
talk%2:32:01::	metaphorical	0.9	Actions <b>talk</b> louder than words.
talk%2:32:00::	literal	0.8	She <b>talks</b> a lot of nonsense.
talk%2:32:03::	literal	0.9	The baby <b>talks</b> already.
talk%2:32:02::	literal	0.9	If you don't oblige me, I'll <b>talk</b>!
talk%2:32:06::	literal	0.7	Be carefu l-- his secretary <b>talks</b>.
talk%2:32:05::	literal	0.8	She will <b>talk</b> at Rutgers next week.
taste%2:39:00::	literal	1.0	Can you <b>taste</b> the garlic?
taste%2:39:12::	literal	1.0	This <b>tastes</b> of nutmeg
taste%2:39:01::	literal	1.0	We <b>tasted</b> wines last night
taste%2:31:05::	metaphorical	0.7	The ex-slave <b>tasted</b> freedom shortly before she died
tax%2:40:00::	literal	0.7	The State <b>taxes</b> alcohol heavily.
tax%2:34:00::	metaphorical	0.9	You are <b>taxing</b> my patience.
tax%2:32:00::	metaphorical	0.6	They <b>taxed</b> him failure to appear in court.
tease%2:37:00::	literal	0.9	The children <b>teased</b> the boy because of his stammer
tease%2:32:00::	literal	0.9	The children <b>teased</b> the new teacher
tease%2:37:01::	literal	0.7	The advertisement is intended to <b>tease</b> the customers
tease%2:35:03::	literal	0.6	<b>tease</b> tissue for microscopic examinations
tease%2:32:09::	literal	0.9	the flirting man <b>teased</b> the young woman
tell%2:31:00::	literal	0.6	He could <b>tell</b> that she was unhappy
tell%2:32:08::	literal	0.8	I <b>tell</b> you that man is a crook!
tell%2:32:03::	literal	0.9	he was <b>telling</b> on all his former colleague
tempt%2:32:01::	literal	0.8	We were <b>tempted</b> by the delicious-looking food
tempt%2:32:04::	literal	0.7	He lured me into <b>temptation</b>
tempt%2:37:00::	literal	0.8	the window displays <b>tempted</b> the shoppers
tempt%2:32:03::	literal	0.9	St. Anthony was <b>tempted</b> in the desert
tense%2:35:00::	literal	0.9	the bodybuilder's neck muscles <b>tensed;</b>
tense%2:30:00::	literal	0.8	alternately relax and <b>tense</b> your calf muscle
tense%2:29:01::	literal	0.9	He <b>tensed</b> up when he saw his opponent enter the room
tense%2:29:00::	literal	0.8	he got a phone call from his lawyer that <b>tensed</b> him up
test%2:32:00::	literal	1.0	The teacher <b>tests</b> us every week
test%2:42:00::	literal	0.8	He <b>tested</b> positive for HIV
test%2:33:00::	literal	1.0	She <b>tested</b> high on the LSAT and was admitted to all the good law schools
test%2:31:06::	literal	0.7	She doesn't <b>test</b> well
thrill%2:39:00::	literal	0.8	The men were <b>thrilled</b> by a loud whistle blow
thrill%2:37:02::	literal	0.9	he was <b>thrilled</b> by the speed and the roar of the engine
thrill%2:37:01::	literal	0.7	The children were <b>thrilled</b> at the prospect of going to the movies
thunder%2:38:00::	metaphorical	0.7368	The bus <b>thundered</b> down the road.
thunder%2:32:01::	metaphorical	0.7	The river <b>thundered</b> below.
tie%2:35:00::	literal	1.0	They <b>tied</b> their victim to the chair
tie%2:33:00::	literal	0.6	The teams drew a <b>tie</b>
tie%2:30:01::	metaphorical	0.6	These big jets are <b>tied</b> to large airports
tie%2:36:00::	literal	1.0	The fishermen <b>tied</b> their flies
time%2:31:00::	literal	0.7727	The candidate carefully <b>timed</b> his appearance at the disaster scene.
time%2:31:01::	literal	0.8889	We <b>time</b> the process to manufacture our cars very precisely.
time%2:30:06::	literal	0.7	The good player <b>times</b> his swing so as to hit the ball squarely.
tip%2:38:02::	literal	0.9	<b>tip</b> the screen upward
tip%2:30:00::	literal	0.8	<b>tip</b> the arrow with the small stone
tip%2:40:00::	literal	0.7	Remember to <b>tip</b> the waiter
tip%2:32:04::	literal	0.6	He <b>tipped</b> off the police about the terrorist plot
tithe%2:40:01::	literal	0.9	The church was <b>tithed</b>
