word	lemma	gloss	label	overlap_score	context	target_index
talk	talk%2:32:00::	express in speech	literal	_	The joint investigations of linguistics and psychiatry have established , in point of fact , that no matter what the subject of conversation is or what words are involved , it is impossible for people to [talk] at all without telling over and over again what sort of people they are and how they relate to the rest of the world .	36
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.7	This is an ethical demand which cannot be evaded or glossed over by [talking] exclusively of weapon superiority or even of the evil of Communism .	12
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.72	Shivering , people [talked] and argued ; all this government spending would have to be paid for somehow , but on the other hand desperate circumstances called for desperate remedies and something had to be done .	3
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	`` To tell you the truth '' , Maris said , `` Mickey do n't [talk] much '' .	15
talk	talk%2:32:00::	express in speech	literal	_	Hino [talked] very little about himself except for the infrequent times when he used a personal illustration in connection with another subject .	1
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	The mediums with whom the Parapsychology Foundation is working in this experiment are in a waking or only slightly dissociated state , so that the sitter can make comments , ask and answer questions , instead of [talking] with a `` control '' who speaks through an entranced sensitive .	37
talk	talk%2:32:00::	express in speech	literal	_	The joint investigations of linguistics and psychiatry have established , in point of fact , that no matter what the subject of conversation is or what words are involved , it is impossible for people to [talk] at all without telling over and over again what sort of people they are and how they relate to the rest of the world .	36
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.3333333333333333	In all his miscalculations , Stravinsky made the fatal historical blunder of presuming that he could [transform] other composers ' inspirations - representing many peoples , time periods and styles - into his own music by warping the harmony , melody , or form , to verify his own experiments .	16
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	From the preceding remarks , it is clear that such a bundle is [transformed] into itself in an involutorial fashion .	13
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.6666666666666666	The Prosecutor in his opening remarks did refer to `` the germ of anti-Semitism '' among the Germans which Hitler `` stimulated and [transformed] '' .	23
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	From the preceding remarks , it is clear that such a bundle is [transformed] into itself in an involutorial fashion .	13
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.5555555555555556	More often than not I have found easy excuse to leave my own work and stand at a respectable distance where I could watch this man [transform] raw nature into a composed , not imitative , painting .	23
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	From the preceding remarks , it is clear that such a bundle is [transformed] into itself in an involutorial fashion .	13
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.6666666666666666	they `` [transform] and beautify our inner nature '' .	2
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	From the preceding remarks , it is clear that such a bundle is [transformed] into itself in an involutorial fashion .	13
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.1111111111111111	With the help of Ziggy Elman , also in the band , he [transformed] a traditional Jewish melody into a popular song , `` And the Angels Sing '' .	12
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	Thus pencils of tangents to Q are [transformed] into pencils of tangents .	7
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.5555555555555556	Depicted , Cubist flatness is now almost completely assimilated to the literal , undepicted kind , but at the same time it reacts upon and largely [transforms] the undepicted kind - and it does so , moreover , without depriving the latter of its literalness ; rather , it underpins and reinforces that literalness , re-creates it .	23
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	In each case , lines of the bundles are [transformed] by involutions within the pencils they determine with the multiple secant .	9
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.2222222222222222	Only when the collage had been exhaustively translated into oil , and [transformed] by this translation , did Cubism become an affair of positive color and flat , interlocking silhouettes whose legibility and placement created allusions to , if not the illusion of , unmistakable three-dimensional identities .	12
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	In each case , lines of the bundles are [transformed] by involutions within the pencils they determine with the multiple secant .	9
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.1111111111111111	The letters took their source from a stream of my imagination in which I was [transformed] into a young man not unlike my bunkmate Eliot Sands - he of the porch steps anecdotes - who smoked cigarettes , performed the tango , wore fifty dollar suits , and sneaked off into the dark with girls to do unimaginable things with them .	15
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	The multiple secants , of course , are exceptional and in each case are [transformed] into cones of order * * f .	14
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.3333333333333333	The present issue in Atlantica - whether to [transform] an alliance of sovereign nations into a federal union of sovereign citizens - resembles the American one of 1787 - 89 rather than the one that was resolved by Civil War .	8
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	The multiple secants , of course , are exceptional and in each case are [transformed] into cones of order * * f .	14
transform	*transform%2:30:00::	change or alter in form, appearance, or nature	metaphorical	0.3333333333333333	It is idle to ask why we are no longer disturbed if somebody , professing the deepest piety , decides anew that it is of no importance whether or not Christ [transformed] the water into wine at eleven A. M. on the third of August , A. D. 32 .	31
transform	transform%2:30:02::	subject to a mathematical transformation	literal	_	Thus pencils of tangents to Q are [transformed] into pencils of tangents .	7
translate	*translate%2:30:01::	change from one form or medium into another	metaphorical	0.5	Only when the collage had been exhaustively [translated] into oil , and transformed by this translation , did Cubism become an affair of positive color and flat , interlocking silhouettes whose legibility and placement created allusions to , if not the illusion of , unmistakable three-dimensional identities .	7
translate	translate%2:31:00::	make sense of a language	literal	_	Until we [translate] this gospel into a language that enlightened men today can understand , we are depriving ourselves of the very resources on which the continued success of our witness most certainly depends .	2
translate	*translate%2:30:01::	change from one form or medium into another	metaphorical	0.6666666666666666	He milks the latest scientific advances , [translating] them into his own special Buck Rogers vocabulary to huckster his fake machines as a cure-all for everything from hay fever to sexual impotence and cancer .	7
translate	translate%2:31:00::	make sense of a language	literal	_	Until we [translate] this gospel into a language that enlightened men today can understand , we are depriving ourselves of the very resources on which the continued success of our witness most certainly depends .	2
translate	*translate%2:30:01::	change from one form or medium into another	metaphorical	0.6666666666666666	In North Dakota the strangely beautiful Badlands will challenge you to [translate] its wonder on to film .	11
translate	translate%2:31:00::	make sense of a language	literal	_	It is apparently by symbols that the unconscious speaks to the conscious , and the medium has to [translate] these into meaning .	18
translate	*translate%2:30:01::	change from one form or medium into another	metaphorical	0.6666666666666666	The problem grows in intensity each year as man 's knowledge , and his capacity to [translate] such knowledge to the written word , continue to expand .	16
translate	translate%2:31:00::	make sense of a language	literal	_	It is apparently by symbols that the unconscious speaks to the conscious , and the medium has to [translate] these into meaning .	18
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	If you [want] credit for your employee services program , let your workers know what they 're entitled to .	2
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	If we [want] respect from ourselves or others , we will have to earn it .	2
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	`` We ask the people what they [want] , and they supply the labor .	7
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	Today 's campers [want] comforts , and they have them .	3
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	Failing to find what was [wanted] , as was most likely , check out other guests , with special - but not exclusive - attention to those with rooms on the street .	5
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	And of course Larkin has just the thing they [want] .	8
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	Carpenters all [wanted] steady work and at the moment every mother's son for twenty miles around that could hammer nails for twenty-five dollars a day was working on the school job .	2
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	`` But you [want] a job guaranteed when you return '' , I continued my attack .	3
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	On one of his 1921 ventures he was actually come upon by a Detective Sergeant John J. Ryan down on his knees with a tool embedded in a labour office safe in the Postal Telegraph Building ; the jury [wanted] better evidence than that and he was acquitted , at a cost of $ 30000 in bribes , it was estimated .	33
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	Merritt D. Hill , Ford Motor Co. vice president , says his company is starting to get calls daily from dealers demanding immediate delivery or [wanting] earlier shipping dates on orders for corn pickers .	25
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	In deciding how much land you [want] , take into account the amount you 'll need to bring in the income you expect .	6
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	`` But you [want] a job guaranteed when you return '' , I continued my attack .	3
want	*want%2:34:00::	have need of	metaphorical	0.0	We do not [want] policy officers below the level of Presidential appointees to concern themselves too much with problems of domestic politics in recommending foreign policy action .	3
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	The rabbi said thoughtfully , `` I would not [want] my people to get in trouble with the Church '' .	9
want	*want%2:34:00::	have need of	metaphorical	0.0	I 'll be down at the creek finishing the dishes , if you [want] me '' .	13
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	`` Do you mean '' - he asked almost shyly - `` you [want] me to go with you , wherever you 're goin '' ?	13
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	The appeal of the suburb is particularly strong for heavy industry , which must move bulky objects along a lengthy assembly line and [wants] enough land area to do the entire job on one floor .	22
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	`` But you [want] a job guaranteed when you return '' , I continued my attack .	3
want	*want%2:34:00::	have need of	metaphorical	0.0	Did n't they tell you what I [wanted] the p. a. system for '' ?	7
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	Her creations in fashion are from many designers because she does n't want a complete wardrobe from any one designer any more than she [wants] `` all of her pictures by one painter '' .	24
want	*want%2:34:00::	have need of	metaphorical	0.0	However , just as all the buildings have not fallen and flowed back to their original mud , so the values which [wanted] them and saw that they were built have not all disappeared .	22
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	Families with children usually do n't [want] the house quite so cool .	6
want	*want%2:34:00::	have need of	metaphorical	0.0	You [want] to sit down .	1
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	I [want] to roast the whole thing , and have it for the boys '' .	1
want	*want%2:34:00::	have need of	metaphorical	0.08333333333333333	Then you 'll [want] terry cloth towels for mopping up .	3
want	want%2:37:00::	feel or have a desire for; want strongly	literal	_	Around New England , you 'll no doubt [want] a color shot of one of the picturesque lighthouses .	8
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	Jess [wasted] a few seconds trying to yank them loose .	1
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.5	His long nose wiggled at the smells of frizzling bacon and heating java , but the fire was low , and he wanted to [waste] no time .	24
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	The two little bangs meant that he was getting impatient to have a crowd of customers waited on and that if he had to he would jerk open the door and drag out , by the opposite door handle which she would be clutching , whichever-the-hell clerk it was who thought she could [waste] so much store time on the pot .	52
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	From the point of view of the applicants , less time was [wasted] in being evaluated - and they got a meal out of it as well as some insights into their performances .	10
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	When Fred Powell 's brother-in-law , Charlie Keane , moved into the dead man 's home , the anonymous letter writer took no chances on Charlie taking up where Fred had left off and [wasted] no time on a first notice :	29
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	Without such forward planning , investment funds are [wasted] because manufacturing facilities are completed before there is power to operate them or before there is transport to service them ; or a skilled labor force is trained before there are plants available in which they can be employed .	8
waste	*waste%2:34:05::	use inefficiently or inappropriately	metaphorical	0.3333333333333333	Never a `` quick study '' , he now made no attempt to learn his `` lines '' and many a mile of film was [wasted] , many a scene - sometimes involving as many as a thousand fellow thespians - was taken thirty , forty , fifty times because Miss Poitrine 's co-star and `` helpmate '' had never learned his part .	25
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.6666666666666666	`` And in the future , since I write for a public of one , I can save the poor publishers from [wasting] their money '' .	22
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.5555555555555556	`` If you are trying to get us out of the brothel , the dustbin , the kitchen sink , and the tawdry living-room , you are probably [wasting] your time '' , Moreland told me .	27
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.4444444444444444	I would n't have [wasted] time puzzling over this couple were it not for my fear that all the other inhabitants of Catatonia were equally unreal .	4
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.5555555555555556	What do parents need to know about those `` years of the braces '' in order not to [waste] a child 's time and their money ?	18
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.6666666666666666	`` For Christ 's sake , do n't [waste] your powder on one of ' em '' !	8
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.4444444444444444	It seemed to Barton that the green eyes mocked him , the thin-lipped smile held insolence , but he had no time to [waste] now .	23
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.4444444444444444	Normally Hague [wasted] no words , but now he found himself unable to stop their flow although he knew Kodyke was aware of all he said .	2
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.4444444444444444	Although a skillful politician and a courageous and honest man , Mr. Nixon , Mr. White believes , ignored his own top-level planners , [wasted] time and effort in the wrong regions , missed opportunities through indecision and damaged his chances on television .	24
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.5555555555555556	Putting on local musicians at this place in the program serves a triple purpose : it saves the top flight jazz men from being [wasted] in this unenviable spot , when the audience is cold , restless , and in flux ; it prevents late-comers from missing some of the people they have come a long way to hear , and it gives the resident musicians a chance to perform before the famous Newport audience .	23
waste	*waste%2:40:00::	spend thoughtlessly; throw away	metaphorical	0.6666666666666666	`` What are you going to do with your feet so you do n't [waste] anything '' ?	14
